10527;QUICK;7;05/05/2007;02/06/2007;07/05/2007;1;041900;Cunewalde     ;Alemanha   
10528;GREAL;6;06/05/2007;20/05/2007;09/05/2007;2;003350;Eugene        ;EUA        
10529;MAISD;5;07/05/2007;04/06/2007;09/05/2007;2;066690;Bruxelles     ;Belgica    
10530;PICCO;3;08/05/2007;05/06/2007;12/05/2007;2;339220;Salzburg      ;Austria    
10531;OCEAN;7;08/05/2007;05/06/2007;19/05/2007;1;008120;Buenos Aires  ;Argentina  
10532;EASTC;7;09/05/2007;06/06/2007;12/05/2007;3;074460;London        ;Reino Unido
10533;FOLKO;8;12/05/2007;09/06/2007;22/05/2007;1;188040;Br�cke        ;Suecia     
10534;LEHMS;8;12/05/2007;09/06/2007;14/05/2007;2;027940;Frankfurt a.M.;Alemanha   
10535;ANTON;4;13/05/2007;10/06/2007;21/05/2007;1;015640;Mexico D.F.   ;Mexico     
10536;LEHMS;3;14/05/2007;11/06/2007;06/06/2007;2;058880;Frankfurt a.M.;Alemanha   
10537;RICSU;1;14/05/2007;28/05/2007;19/05/2007;1;078850;Geneve        ;Suica      
10538;BSBEV;9;15/05/2007;12/06/2007;16/05/2007;3;004870;London        ;Reino Unido
10539;BSBEV;6;16/05/2007;13/06/2007;23/05/2007;3;012360;London        ;Reino Unido
10540;QUICK;3;19/05/2007;16/06/2007;13/06/2007;3;1007604;Cunewalde    ;Alemanha   
10541;HANAR;2;19/05/2007;16/06/2007;29/05/2007;1;068650;Rio de Janeiro;Brasil     
10542;KOENE;1;20/05/2007;17/06/2007;26/05/2007;3;010950;Brandenburg   ;Alemanha   
10543;LILAS;8;21/05/2007;18/06/2007;23/05/2007;2;048170;Barquisimeto  ;Venezuela  
10544;LONEP;4;21/05/2007;18/06/2007;30/05/2007;1;024910;Portland      ;EUA        
10545;LAZYK;8;22/05/2007;19/06/2007;26/06/2007;2;011920;Walla Walla   ;EUA        
10546;VICTE;1;23/05/2007;20/06/2007;27/05/2007;3;194720;Lyon          ;Franca     
10547;SEVES;3;23/05/2007;20/06/2007;02/06/2007;2;178430;London        ;Reino Unido
10548;TOMSP;3;26/05/2007;23/06/2007;02/06/2007;2;001430;Munster       ;Alemanha   
10549;QUICK;5;27/05/2007;10/06/2007;30/05/2007;1;171240;Cunewalde     ;Alemanha   
10550;GODOS;7;28/05/2007;25/06/2007;06/06/2007;3;004320;Sevilla       ;Espanha    
10551;FURIB;4;28/05/2007;09/07/2007;06/06/2007;3;072950;Lisboa        ;Portugal   
10552;HILAA;2;29/05/2007;26/06/2007;05/06/2007;1;083220;San Crist�bal ;Venezuela  
10553;WARTH;2;30/05/2007;27/06/2007;03/06/2007;2;149490;Oulu          ;Finlandia  
10554;OTTIK;4;30/05/2007;27/06/2007;05/06/2007;3;120970;K�ln          ;Alemanha   
10555;SAVEA;6;02/06/2007;30/06/2007;04/06/2007;3;252490;Boise         ;EUA        
10556;SIMOB;2;03/06/2007;15/07/2007;13/06/2007;1;009800;Kobenhavn     ;Dinamarca  
10557;LEHMS;9;03/06/2007;17/06/2007;06/06/2007;2;096720;Frankfurt a.M.;Alemanha   
10558;AROUT;1;04/06/2007;02/07/2007;10/06/2007;2;072970;Colchester    ;Reino Unido
10559;BLONP;6;05/06/2007;03/07/2007;13/06/2007;1;008050;Strasbourg    ;Franca     
10560;FRANK;8;06/06/2007;04/07/2007;09/06/2007;1;036650;Munchen       ;Alemanha   
10561;FOLKO;2;06/06/2007;04/07/2007;09/06/2007;2;242210;Bracke        ;Suecia     
10562;REGGC;1;09/06/2007;07/07/2007;12/06/2007;1;022950;Reggio Emilia ;Italia     
10563;RICAR;2;10/06/2007;22/07/2007;24/06/2007;2;060430;Rio de Janeiro;Brasil     
10564;RATTC;4;10/06/2007;08/07/2007;16/06/2007;3;013750;Albuquerque   ;EUA        
10565;MEREP;8;11/06/2007;09/07/2007;18/06/2007;2;007150;Montreal      ;Canada     
10566;BLONP;9;12/06/2007;10/07/2007;18/06/2007;1;088400;Strasbourg    ;Franca     
10567;HUNGO;1;12/06/2007;10/07/2007;17/06/2007;1;033970;Cork          ;Irlanda    
10568;GALED;3;13/06/2007;11/07/2007;09/07/2007;3;006540;Barcelona     ;Espanha    
10569;RATTC;5;16/06/2007;14/07/2007;11/07/2007;1;058980;Albuquerque   ;EUA        
10570;MEREP;3;17/06/2007;15/07/2007;19/06/2007;3;188990;Montreal      ;Canada     
10571;ERNSH;8;17/06/2007;29/07/2007;04/07/2007;3;026060;Graz          ;Austria    
10572;BERGS;3;18/06/2007;16/07/2007;25/06/2007;2;116430;Lulea         ;Suecia     
10573;ANTON;7;19/06/2007;17/07/2007;20/06/2007;3;084840;Mexico D.F.   ;Mexico     
10574;TRAIH;4;19/06/2007;17/07/2007;30/06/2007;2;037600;Kirkland      ;EUA        
10575;MORGK;5;20/06/2007;04/07/2007;30/06/2007;1;127340;Leipzig       ;Alemanha   
10576;TORTU;3;23/06/2007;07/07/2007;30/06/2007;3;018560;Mexico D.F.   ;Mexico     
10577;TRAIH;9;23/06/2007;04/08/2007;30/06/2007;2;025410;Kirkland      ;EUA        
10578;BSBEV;4;24/06/2007;22/07/2007;25/07/2007;3;029600;London        ;Reino Unido
10579;LETSS;1;25/06/2007;23/07/2007;04/07/2007;2;013730;San Francisco ;EUA        
10580;OTTIK;4;26/06/2007;24/07/2007;01/07/2007;3;075890;Koln          ;Alemanha   
10581;FAMIA;3;26/06/2007;24/07/2007;02/07/2007;1;003010;Sao Paulo     ;Brasil     
10582;BLAUS;3;27/06/2007;25/07/2007;14/07/2007;2;027710;Mannheim      ;Alemanha   
10583;WARTH;2;30/06/2007;28/07/2007;04/07/2007;2;007280;Oulu          ;Finlandia  
10584;BLONP;4;30/06/2007;28/07/2007;04/07/2007;1;059140;Strasbourg    ;Franca     
10585;WELLI;7;01/07/2007;29/07/2007;10/07/2007;1;013410;Resende       ;Brasil     
10586;REGGC;9;02/07/2007;30/07/2007;09/07/2007;1;040080;Reggio Emilia ;Italia     
10587;QUEDE;1;02/07/2007;30/07/2007;09/07/2007;1;062520;Rio de Janeiro;Brasil     
10588;QUICK;2;03/07/2007;31/07/2007;10/07/2007;3;194670;Cunewalde     ;Alemanha   
10589;GREAL;8;04/07/2007;01/08/2007;14/07/2007;2;004420;Eugene        ;EUA        
10590;MEREP;4;07/07/2007;04/08/2007;14/07/2007;3;044770;Montreal      ;Canada     
10591;VAFFE;1;07/07/2007;21/07/2007;16/07/2007;1;055920;Athus         ;Dinamarca  
10592;LEHMS;3;08/07/2007;05/08/2007;16/07/2007;1;032100;Frankfurt a.M.;Alemanha   
10593;LEHMS;7;09/07/2007;06/08/2007;13/08/2007;2;174200;Frankfurt a.M.;Alemanha   
10594;OLDWO;3;09/07/2007;06/08/2007;16/07/2007;2;005240;Anchorage     ;EUA        
10595;ERNSH;2;10/07/2007;07/08/2007;14/07/2007;1;096780;Graz          ;Austria    
10596;WHITC;8;11/07/2007;08/08/2007;12/08/2007;1;016340;Seattle       ;EUA        
10597;PICCO;7;11/07/2007;08/08/2007;18/07/2007;3;035120;Salzburg      ;Austria    
10598;RATTC;1;14/07/2007;11/08/2007;18/07/2007;3;044420;Albuquerque   ;EUA        
10599;BSBEV;6;15/07/2007;26/08/2007;21/07/2007;3;029980;London        ;Reino Unido
10600;HUNGC;4;16/07/2007;13/08/2007;21/07/2007;1;045130;Elgin         ;EUA        
10601;HILAA;7;16/07/2007;27/08/2007;22/07/2007;1;058300;San Cristobal ;Venezuela  
10602;VAFFE;8;17/07/2007;14/08/2007;22/07/2007;2;002920;Athus          ;Dinamarca  
10603;SAVEA;8;18/07/2007;15/08/2007;08/08/2007;2;048770;Boise         ;EUA        
10604;FURIB;1;18/07/2007;15/08/2007;29/07/2007;1;007460;Lisboa        ;Portugal   
10605;MEREP;1;21/07/2007;18/08/2007;29/07/2007;2;379130;Montreal      ;Canada     
10606;TRADH;4;22/07/2007;19/08/2007;31/07/2007;3;079400;Sao Paulo     ;Brasil     
10607;SAVEA;5;22/07/2007;19/08/2007;25/07/2007;1;200240;Boise         ;EUA        
10608;TOMSP;4;23/07/2007;20/08/2007;01/08/2007;2;027790;Munster       ;Alemanha   
10609;DUMON;7;24/07/2007;21/08/2007;30/07/2007;2;001850;Nantes        ;Franca     
10610;LAMAI;8;25/07/2007;22/08/2007;06/08/2007;1;026780;Toulouse      ;Franca     
10611;WOLZA;6;25/07/2007;22/08/2007;01/08/2007;2;080650;Warszawa      ;Polonia    
10612;SAVEA;1;28/07/2007;25/08/2007;01/08/2007;2;544080;Boise         ;EUA        
10613;HILAA;4;29/07/2007;26/08/2007;01/08/2007;2;008110;San Cristobal ;Venezuela  
10614;BLAUS;8;29/07/2007;26/08/2007;01/08/2007;3;001930;Mannheim      ;Alemanha   
10615;WILMK;2;30/07/2007;27/08/2007;06/08/2007;3;000750;Helsinki      ;Finlandia  
10616;GREAL;1;31/07/2007;28/08/2007;05/08/2007;2;116530;Eugene        ;EUA        
10617;GREAL;4;31/07/2007;28/08/2007;04/08/2007;2;018530;Eugene        ;EUA        
10618;MEREP;1;01/08/2007;12/09/2007;08/08/2007;1;154680;Montreal      ;Canada     
10619;MEREP;3;04/08/2007;01/09/2007;07/08/2007;3;091050;Montreal      ;Canada     
10620;LAUGB;2;05/08/2007;02/09/2007;14/08/2007;3;000940;Vancouver     ;Canada     
10621;ISLAT;4;05/08/2007;02/09/2007;11/08/2007;2;023730;Cowes         ;Reino Unido
10622;RICAR;4;06/08/2007;03/09/2007;11/08/2007;3;050970;Rio de Janeiro;Brasil     
10623;FRANK;8;07/08/2007;04/09/2007;12/08/2007;2;097180;Munchen        ;Alemanha   
10624;THECR;4;07/08/2007;04/09/2007;19/08/2007;2;094800;Butte         ;EUA        
10625;ANATR;3;08/08/2007;05/09/2007;14/08/2007;1;043900;Mexico D.F.   ;Mexico     
10626;BERGS;1;11/08/2007;08/09/2007;20/08/2007;2;138690;Lulea         ;Suecia     
10627;SAVEA;8;11/08/2007;22/09/2007;21/08/2007;3;107460;Boise         ;EUA        
10628;BLONP;4;12/08/2007;09/09/2007;20/08/2007;3;030360;Strasbourg    ;Franca     
10629;GODOS;4;12/08/2007;09/09/2007;20/08/2007;3;085460;Sevilla       ;Espanha    
10630;KOENE;1;13/08/2007;10/09/2007;19/08/2007;2;032350;Brandenburg   ;Alemanha   
10631;LAMAI;8;14/08/2007;11/09/2007;15/08/2007;1;000870;Toulouse      ;Franca     
10632;WANDK;8;14/08/2007;11/09/2007;19/08/2007;1;041380;Stuttgart     ;Alemanha   
10633;ERNSH;7;15/08/2007;12/09/2007;18/08/2007;3;477900;Graz          ;Austria    
10634;FOLIG;4;15/08/2007;12/09/2007;21/08/2007;3;487380;Lille         ;Franca     
10635;MAGAA;8;18/08/2007;15/09/2007;21/08/2007;3;047460;Bergamo       ;Italia     
10636;WARTH;4;19/08/2007;16/09/2007;26/08/2007;1;001150;Oulu          ;Finlandia  
10637;QUEEN;6;19/08/2007;16/09/2007;26/08/2007;1;201290;Sao Paulo     ;Brasil     
10638;LINOD;3;20/08/2007;17/09/2007;01/09/2007;1;158440;I.de Margarita;Venezuela  
10639;SANTG;7;20/08/2007;17/09/2007;27/08/2007;3;038640;Stavern       ;Noruega    
10640;WANDK;4;21/08/2007;18/09/2007;28/08/2007;1;023550;Stuttgart     ;Alemanha   
10641;HILAA;4;22/08/2007;19/09/2007;26/08/2007;2;179610;San Crist�bal ;Venezuela  
10642;SIMOB;7;22/08/2007;19/09/2007;05/09/2007;3;041890;Kobenhavn     ;Dinamarca  
10643;ALFKI;6;25/08/2007;22/09/2007;02/09/2007;1;029460;Berlin        ;Alemanha   
10644;WELLI;3;25/08/2007;22/09/2007;01/09/2007;2;000140;Resende       ;Brasil     
10645;HANAR;4;26/08/2007;23/09/2007;02/09/2007;1;012410;Rio de Janeiro;Brasil     
10646;HUNGO;9;27/08/2007;08/10/2007;03/09/2007;3;142330;Cork          ;Irlanda    
10647;QUEDE;4;27/08/2007;10/09/2007;03/09/2007;2;045540;Rio de Janeiro;Brasil     
10648;RICAR;5;28/08/2007;09/10/2007;09/09/2007;2;014250;Rio de Janeiro;Brasil     
10649;MAISD;5;28/08/2007;25/09/2007;29/08/2007;3;006200;Bruxelles     ;Belgica    
10650;FAMIA;5;29/08/2007;26/09/2007;03/09/2007;3;176810;Sao Paulo     ;Brasil     
10651;WANDK;8;01/09/2007;29/09/2007;11/09/2007;2;020600;Stuttgart     ;Alemanha   
10652;GOURL;4;01/09/2007;29/09/2007;08/09/2007;2;007140;Campinas      ;Brasil     
10653;FRANK;1;02/09/2007;30/09/2007;19/09/2007;1;093250;Munchen        ;Alemanha   
10654;BERGS;5;02/09/2007;30/09/2007;11/09/2007;1;055260;Lulea         ;Suecia     
10655;REGGC;1;03/09/2007;01/10/2007;11/09/2007;2;004410;Reggio Emilia ;Italia     
10656;GREAL;6;04/09/2007;02/10/2007;10/09/2007;1;057150;Eugene        ;EUA        
10657;SAVEA;2;04/09/2007;02/10/2007;15/09/2007;2;352690;Boise         ;EUA        
10658;QUICK;4;05/09/2007;03/10/2007;08/09/2007;1;364150;Cunewalde     ;Alemanha   
10659;QUEEN;7;05/09/2007;03/10/2007;10/09/2007;2;105810;Sao Paulo     ;Brasil     
10660;HUNGC;8;08/09/2007;06/10/2007;15/10/2007;1;111290;Elgin         ;EUA        
10661;HUNGO;7;09/09/2007;07/10/2007;15/09/2007;3;017550;Cork          ;Irlanda    
10662;LONEP;3;09/09/2007;07/10/2007;18/09/2007;2;001280;Portland      ;EUA        
10663;BONAP;2;10/09/2007;24/09/2007;03/10/2007;2;113150;Marseille     ;Franca     
10664;FURIB;1;10/09/2007;08/10/2007;19/09/2007;3;001270;Lisboa        ;Portugal   
10665;LONEP;1;11/09/2007;09/10/2007;17/09/2007;2;026310;Portland      ;EUA        
10666;RICSU;7;12/09/2007;10/10/2007;22/09/2007;2;232420;Geneve        ;Suica      
10667;ERNSH;7;12/09/2007;10/10/2007;19/09/2007;1;078090;Graz          ;Austria    
10668;WANDK;1;15/09/2007;13/10/2007;23/09/2007;2;047220;Stuttgart     ;Alemanha   
10669;SIMOB;2;15/09/2007;13/10/2007;22/09/2007;1;024390;Kobenhavn     ;Dinamarca  
10670;FRANK;4;16/09/2007;14/10/2007;18/09/2007;1;203480;Munchen        ;Alemanha   
10671;FRANR;1;17/09/2007;15/10/2007;24/09/2007;1;030340;Nantes        ;Franca     
10672;BERGS;9;17/09/2007;01/10/2007;26/09/2007;2;095750;Lulea         ;Suecia     
10673;WILMK;2;18/09/2007;16/10/2007;19/09/2007;1;022760;Helsinki      ;Finlandia  
10674;ISLAT;4;18/09/2007;16/10/2007;30/09/2007;2;000900;Cowes         ;Reino Unido
10675;FRANK;5;19/09/2007;17/10/2007;23/09/2007;2;031850;Munchen        ;Alemanha   
10676;TORTU;2;22/09/2007;20/10/2007;29/09/2007;2;002010;Mexico D.F.   ;Mexico     
10677;ANTON;1;22/09/2007;20/10/2007;26/09/2007;3;004030;Mexico D.F.   ;Mexico     
10678;SAVEA;7;23/09/2007;21/10/2007;16/10/2007;3;388980;Boise         ;EUA        
10679;BLONP;8;23/09/2007;21/10/2007;30/09/2007;3;027940;Strasbourg    ;Franca     
10680;OLDWO;1;24/09/2007;22/10/2007;26/09/2007;1;026610;Anchorage     ;EUA        
10681;GREAL;3;25/09/2007;23/10/2007;30/09/2007;3;076130;Eugene        ;EUA        
10682;ANTON;3;25/09/2007;23/10/2007;01/10/2007;2;036130;Mexico D.F.   ;Mexico     
10683;DUMON;2;26/09/2007;24/10/2007;01/10/2007;1;004400;Nantes        ;Franca     
10684;OTTIK;3;26/09/2007;24/10/2007;30/09/2007;1;145630;K�ln          ;Alemanha   
10685;GOURL;4;29/09/2007;13/10/2007;03/10/2007;2;033750;Campinas      ;Brasil     
10686;PICCO;2;30/09/2007;28/10/2007;08/10/2007;1;096500;Salzburg      ;Austria    
10687;HUNGO;9;30/09/2007;28/10/2007;30/10/2007;2;296430;Cork          ;Irlanda    
10688;VAFFE;4;01/10/2007;15/10/2007;07/10/2007;2;299090;Athus         ;Dinamarca  
10689;BERGS;1;01/10/2007;29/10/2007;07/10/2007;2;013420;Lulea         ;Suecia     
10690;HANAR;1;02/10/2007;30/10/2007;03/10/2007;1;015800;Rio de Janeiro;Brasil     
10691;QUICK;2;03/10/2007;14/11/2007;22/10/2007;2;810050;Cunewalde     ;Alemanha   
10692;ALFKI;4;03/10/2007;31/10/2007;13/10/2007;2;061020;Berlin        ;Alemanha   
10693;WHITC;3;06/10/2007;20/10/2007;10/10/2007;3;139340;Seattle       ;EUA        
10694;QUICK;8;06/10/2007;03/11/2007;09/10/2007;3;398360;Cunewalde     ;Alemanha   
10695;WILMK;7;07/10/2007;18/11/2007;14/10/2007;1;016720;Helsinki      ;Finlandia  
10696;WHITC;8;08/10/2007;19/11/2007;14/10/2007;3;102550;Seattle       ;EUA        
10697;LINOD;3;08/10/2007;05/11/2007;14/10/2007;1;045520;I.de Margarita;Venezuela  
10698;ERNSH;4;09/10/2007;06/11/2007;17/10/2007;1;272470;Graz          ;Austria    
10699;MORGK;3;09/10/2007;06/11/2007;13/10/2007;3;000580;Leipzig       ;Alemanha   
10700;SAVEA;3;10/10/2007;07/11/2007;16/10/2007;1;065100;Boise         ;EUA        
10701;HUNGO;6;13/10/2007;27/10/2007;15/10/2007;3;220310;Cork          ;Irlanda    
10702;ALFKI;4;13/10/2007;24/11/2007;21/10/2007;1;023940;Berlin        ;Alemanha   
10703;FOLKO;6;14/10/2007;11/11/2007;20/10/2007;2;152300;Bracke        ;Suecia     
10704;QUEEN;6;14/10/2007;11/11/2007;07/11/2007;1;004780;Sao Paulo     ;Brasil     
10705;HILAA;9;15/10/2007;12/11/2007;18/11/2007;2;003520;San Cristobal ;Venezuela  
10706;OLDWO;8;16/10/2007;13/11/2007;21/10/2007;3;135630;Anchorage     ;EUA        
10707;AROUT;4;16/10/2007;30/10/2007;23/10/2007;3;021740;Colchester    ;Reino Unido
10708;THEBI;6;17/10/2007;28/11/2007;05/11/2007;2;002960;Portland      ;EUA        
10709;GOURL;1;17/10/2007;14/11/2007;20/11/2007;3;210800;Campinas      ;Brasil     
10710;FRANS;1;20/10/2007;17/11/2007;23/10/2007;1;004980;Torino        ;Italia     
10711;SAVEA;5;21/10/2007;02/12/2007;29/10/2007;2;052410;Boise         ;EUA        
10712;HUNGO;3;21/10/2007;18/11/2007;31/10/2007;1;089930;Cork          ;Irlanda    
10713;SAVEA;1;22/10/2007;19/11/2007;24/10/2007;1;167050;Boise         ;EUA        
10714;SAVEA;5;22/10/2007;19/11/2007;27/10/2007;3;024490;Boise         ;EUA        
10715;BONAP;3;23/10/2007;06/11/2007;29/10/2007;1;063200;Marseille     ;Franca     
10716;RANCH;4;24/10/2007;21/11/2007;27/10/2007;2;022570;Buenos Aires  ;Argentina  
10717;FRANK;1;24/10/2007;21/11/2007;29/10/2007;2;059250;Munchen       ;Alemanha   
10718;KOENE;1;27/10/2007;24/11/2007;29/10/2007;3;170880;Brandenburg   ;Alemanha   
10719;LETSS;8;27/10/2007;24/11/2007;05/11/2007;2;051440;San Francisco ;EUA        
10720;QUEDE;8;28/10/2007;11/11/2007;05/11/2007;2;009530;Rio de Janeiro;Brasil     
10721;QUICK;5;29/10/2007;26/11/2007;31/10/2007;3;048920;Cunewalde     ;Alemanha   
10722;SAVEA;8;29/10/2007;10/12/2007;04/11/2007;1;074580;Boise         ;EUA        
10723;WHITC;3;30/10/2007;27/11/2007;25/11/2007;1;021720;Seattle       ;EUA        
10724;MEREP;8;30/10/2007;11/12/2007;05/11/2007;2;057750;Montreal      ;Canada     
10725;FAMIA;4;31/10/2007;28/11/2007;05/11/2007;3;010830;Sao Paulo     ;Brasil     
10726;EASTC;4;03/11/2007;17/11/2007;05/12/2007;1;016560;London        ;Reino Unido
10727;REGGC;2;03/11/2007;01/12/2007;05/12/2007;1;089900;Reggio Emilia ;Italia     
10728;QUEEN;4;04/11/2007;02/12/2007;11/11/2007;2;058330;Sao Paulo     ;Brasil     
10729;LINOD;8;04/11/2007;16/12/2007;14/11/2007;3;141060;I.de Margarita;Venezuela  
10730;BONAP;5;05/11/2007;03/12/2007;14/11/2007;1;020120;Marseille     ;Franca     
10731;CHOPS;7;06/11/2007;04/12/2007;14/11/2007;1;096650;Bern          ;Suica      
10732;BONAP;3;06/11/2007;04/12/2007;07/11/2007;1;016970;Marseille     ;Franca     
10733;BERGS;1;07/11/2007;05/12/2007;10/11/2007;3;110110;Lulea         ;Suecia     
10734;GOURL;2;07/11/2007;05/12/2007;12/11/2007;3;001630;Campinas      ;Brasil     
10735;LETSS;6;10/11/2007;08/12/2007;21/11/2007;2;045970;San Francisco ;EUA        
10736;HUNGO;9;11/11/2007;09/12/2007;21/11/2007;2;044100;Cork          ;Irlanda    
10737;VINET;2;11/11/2007;09/12/2007;18/11/2007;2;007790;Reims         ;Franca     
10738;SPECD;2;12/11/2007;10/12/2007;18/11/2007;1;002910;Paris         ;Franca     
10739;VINET;3;12/11/2007;10/12/2007;17/11/2007;3;011080;Reims         ;Franca     
10740;WHITC;4;13/11/2007;11/12/2007;25/11/2007;2;081880;Seattle       ;EUA        
10741;AROUT;4;14/11/2007;28/11/2007;18/11/2007;3;010960;Colchester    ;Reino Unido
10742;BOTTM;3;14/11/2007;12/12/2007;18/11/2007;3;243730;Tsawassen     ;Canada     
10743;AROUT;1;17/11/2007;15/12/2007;21/11/2007;2;023720;Colchester    ;Reino Unido
10744;VAFFE;6;17/11/2007;15/12/2007;24/11/2007;1;069190;Athus         ;Dinamarca  
10745;QUICK;9;18/11/2007;16/12/2007;27/11/2007;1;003520;Cunewalde     ;Alemanha   
10746;CHOPS;1;19/11/2007;17/12/2007;21/11/2007;3;031430;Bern          ;Suica      
10747;PICCO;6;19/11/2007;17/12/2007;26/11/2007;1;117330;Salzburg      ;Austria    
10748;SAVEA;3;20/11/2007;18/12/2007;28/11/2007;1;232550;Boise         ;EUA        
10749;ISLAT;4;20/11/2007;18/12/2007;19/12/2007;2;061530;Cowes         ;Reino Unido
10750;WARTH;9;21/11/2007;19/12/2007;24/11/2007;1;079300;Oulu          ;Finlandia  
10751;RICSU;3;24/11/2007;22/12/2007;03/12/2007;3;130790;Geneve        ;Suica      
10752;NORTS;2;24/11/2007;22/12/2007;28/11/2007;3;001390;London        ;Reino Unido
10753;FRANS;3;25/11/2007;23/12/2007;27/11/2007;1;007700;Torino        ;Italia     
10754;MAGAA;6;25/11/2007;23/12/2007;27/11/2007;3;002380;Bergamo       ;Italia     
10755;BONAP;4;26/11/2007;24/12/2007;28/11/2007;2;001671;Marseille     ;Franca     
10756;SPLIR;8;27/11/2007;25/12/2007;02/12/2007;2;007321;Lander        ;EUA        
10757;SAVEA;6;27/11/2007;25/12/2007;15/12/2007;1;008190;Boise         ;EUA        
10758;RICSU;3;28/11/2007;26/12/2007;04/12/2007;3;138170;Geneve        ;Suica      
10759;ANATR;3;28/11/2007;26/12/2007;12/12/2007;3;011990;Mexico D.F.   ;Mexico     
10760;MAISD;4;01/12/2007;29/12/2007;10/12/2007;1;155640;Bruxelles     ;Belgica    
10761;RATTC;5;02/12/2007;30/12/2007;08/12/2007;2;018660;Albuquerque   ;EUA        
10762;FOLKO;3;02/12/2007;30/12/2007;09/12/2007;1;328740;Br�cke        ;Suecia     
10763;FOLIG;3;03/12/2007;31/12/2007;08/12/2007;3;037350;Lille         ;Franca     
10764;ERNSH;6;03/12/2007;31/12/2007;08/12/2007;3;145450;Graz          ;Austria    
10765;QUICK;3;04/12/2007;01/01/2008;09/12/2007;3;042740;Cunewalde     ;Alemanha   
10766;OTTIK;4;05/12/2007;02/01/2008;09/12/2007;1;157550;Koln          ;Alemanha   
10767;SUPRD;4;05/12/2007;02/01/2008;15/12/2007;3;001590;Charleroi     ;Belgica    
10768;AROUT;3;08/12/2007;05/01/2008;15/12/2007;2;146320;Colchester    ;Reino Unido
10769;VAFFE;3;08/12/2007;05/01/2008;12/12/2007;1;065060;Athus         ;Dinamarca  
10770;HANAR;8;09/12/2007;06/01/2008;17/12/2007;3;005320;Rio de Janeiro;Brasil     
10771;ERNSH;9;10/12/2007;07/01/2008;02/01/2008;2;011190;Graz          ;Austria    
10772;LEHMS;3;10/12/2007;07/01/2008;19/12/2007;2;091280;Frankfurt a.M.;Alemanha   
10773;ERNSH;1;11/12/2007;08/01/2008;16/12/2007;3;096430;Graz          ;Austria    
10774;FOLKO;4;11/12/2007;25/12/2007;12/12/2007;1;048200;Bracke        ;Suecia     
10775;THECR;7;12/12/2007;09/01/2008;26/12/2007;1;020250;Butte         ;EUA        
10776;ERNSH;1;15/12/2007;12/01/2008;18/12/2007;3;351530;Graz          ;Austria    
10777;GOURL;7;15/12/2007;29/12/2007;21/01/2008;2;003010;Campinas      ;Brasil     
10778;BERGS;3;16/12/2007;13/01/2008;24/12/2007;1;006790;Lulea         ;Suecia     
10779;MORGK;3;16/12/2007;13/01/2008;14/01/2008;2;058130;Leipzig       ;Alemanha   
10780;LILAS;2;16/12/2007;30/12/2007;25/12/2007;1;042130;Barquisimeto  ;Venezuela  
10781;WARTH;2;17/12/2007;14/01/2008;19/12/2007;3;073160;Oulu          ;Finlandia  
10782;CACTU;9;17/12/2007;14/01/2008;22/12/2007;3;001100;Buenos Aires  ;Argentina  
10783;HANAR;4;18/12/2007;15/01/2008;19/12/2007;2;124980;Rio de Janeiro;Brasil     
10784;MAGAA;4;18/12/2007;15/01/2008;22/12/2007;3;070090;Bergamo       ;Italia     
10785;GROSR;1;18/12/2007;15/01/2008;24/12/2007;3;001510;Caracas       ;Venezuela  
10786;QUEEN;8;19/12/2007;16/01/2008;23/12/2007;1;110870;Sao Paulo     ;Brasil     
10787;LAMAI;2;19/12/2007;02/01/2008;26/12/2007;1;249930;Toulouse      ;Franca     
10788;QUICK;1;22/12/2007;19/01/2008;19/01/2008;2;042700;Cunewalde     ;Alemanha   
10789;FOLIG;1;22/12/2007;19/01/2008;31/12/2007;2;100600;Lille         ;Franca     
10790;GOURL;6;22/12/2007;19/01/2008;26/12/2007;1;028230;Campinas      ;Brasil     
10791;FRANK;6;23/12/2007;20/01/2008;01/01/2008;2;016850;Munchen        ;Alemanha   
10792;WOLZA;1;23/12/2007;20/01/2008;31/12/2007;3;023790;Warszawa      ;Polonia    
10793;AROUT;3;24/12/2007;21/01/2008;08/01/2008;3;004520;Colchester    ;Reino Unido
10794;QUEDE;6;24/12/2007;21/01/2008;02/01/2008;1;021490;Rio de Janeiro;Brasil     
10795;ERNSH;8;24/12/2007;21/01/2008;20/01/2008;2;126660;Graz          ;Austria    
10796;HILAA;3;25/12/2007;22/01/2008;14/01/2008;1;026520;San Cristobal ;Venezuela  
10797;DRACD;7;25/12/2007;22/01/2008;05/01/2008;2;033350;Aachen        ;Alemanha   
10798;ISLAT;2;26/12/2007;23/01/2008;05/01/2008;1;002330;Cowes         ;Reino Unido
10799;KOENE;9;26/12/2007;06/02/2008;05/01/2008;3;030760;Brandenburg   ;Alemanha   
10800;SEVES;1;26/12/2007;23/01/2008;05/01/2008;3;137440;London        ;Reino Unido
10801;BOLID;4;29/12/2007;26/01/2008;31/12/2007;2;097090;Madrid        ;Espanha    
10802;SIMOB;4;29/12/2007;26/01/2008;02/01/2008;2;257260;Kobenhavn     ;Dinamarca  
10803;WELLI;4;30/12/2007;27/01/2008;06/01/2008;1;055230;Resende       ;Brasil     
10804;SEVES;6;30/12/2007;27/01/2008;07/01/2008;2;027330;London        ;Reino Unido
10805;THEBI;2;30/12/2007;27/01/2008;09/01/2008;3;237340;Portland      ;EUA        
